lang;fixation;target;trial;read;entropy
en;6;brother;2;____her;2.618
en;6;brother;3;____her;2.618
en;6;brother;4;___t_er;2.766
en;6;brother;5;___t_er;2.766
en;6;brother;6;_____er;5.820
en;6;brother;7;__other;0.996
en;6;brother;8;____her;2.618
en;6;brother;9;_____er;5.820
en;6;tonight;0;___ight;1.193
en;6;tonight;1;__night;-0.000
en;6;tonight;2;___i_ht;1.193
en;6;tonight;3;___ight;1.193
en;6;tonight;4;__night;-0.000
en;6;tonight;5;__night;-0.000
en;6;tonight;6;___i_ht;1.193
en;6;tonight;7;____ght;1.853
en;6;tonight;8;_____ht;1.857
en;6;tonight;9;_____ht;1.857
en;6;problem;0;__o_lem;-0.000
en;6;problem;1;____le_;5.401
en;6;problem;2;__oblem;-0.000
en;6;problem;3;____lem;-0.000
en;6;problem;4;___blem;-0.000
en;6;problem;5;____lem;-0.000
en;6;problem;6;____lem;-0.000
en;6;problem;7;____lem;-0.000
en;6;problem;8;___blem;-0.000
en;6;problem;9;___ble_;1.054
en;6;friends;0;__iend_;-0.000
en;6;friends;1;___ends;0.682
en;6;friends;2;____nds;1.893
en;6;friends;3;__i_nds;-0.000
en;6;friends;4;_____ds;3.014
en;6;friends;5;___e_ds;0.914
en;6;friends;6;__iends;-0.000
en;6;friends;7;__i_nd_;-0.000
en;6;friends;8;___e_d_;1.480
en;6;friends;9;____nds;1.893
en;6;fucking;0;____ing;6.570
en;6;fucking;1;___king;3.224
en;6;fucking;2;___k_ng;3.224
en;6;fucking;3;__c_ing;1.819
en;6;fucking;4;___king;3.224
en;6;fucking;5;___king;3.224
en;6;fucking;6;___k_ng;3.224
en;6;fucking;7;____in_;6.776
en;6;fucking;8;___kin_;3.345
en;6;fucking;9;__c_in_;2.370
en;6;working;0;_____ng;6.582
en;6;working;1;__r_ing;2.916
en;6;working;2;___king;3.224
en;6;working;3;__rkin_;0.984
en;6;working;4;__r_ing;2.916
en;6;working;5;___king;3.224
en;6;working;6;__rk_ng;0.913
en;6;working;7;__r_ing;2.916
en;6;working;8;___king;3.224
en;6;working;9;__rk_n_;0.991
en;6;exactly;0;___c_ly;0.837
en;6;exactly;1;____tly;1.384
en;6;exactly;2;__a__ly;1.206
en;6;exactly;3;___ctly;-0.000
en;6;exactly;4;___ctl_;-0.000
en;6;exactly;5;__ac_ly;-0.000
en;6;exactly;6;___ctly;-0.000
en;6;exactly;7;___ctly;-0.000
en;6;exactly;8;___ctly;-0.000
en;6;exactly;9;___ctly;-0.000
en;6;minutes;0;___ute_;0.245
en;6;minutes;1;____tes;1.026
en;6;minutes;2;__n__es;1.818
en;6;minutes;3;___utes;0.021
en;6;minutes;4;_____e_;8.380
en;6;minutes;5;____tes;1.026
en;6;minutes;6;____te_;5.640
en;6;minutes;7;___utes;0.021
en;6;minutes;8;_____e_;8.380
en;6;minutes;9;___ute_;0.245
en;6;waiting;0;___ting;3.811
en;6;waiting;1;___ting;3.811
en;6;waiting;2;___ting;3.811
en;6;waiting;3;___ting;3.811
en;6;waiting;4;___t_ng;3.830
en;6;waiting;5;__it_ng;0.902
en;6;waiting;6;___ting;3.811
en;6;waiting;7;____ing;6.570
en;6;waiting;8;____ing;6.570
en;6;waiting;9;_____n_;7.309
en;6;against;0;____ns_;1.758
en;6;against;1;_____st;4.268
en;6;against;2;__ai_st;-0.000
en;6;against;3;____nst;-0.000
en;6;against;4;_____st;4.268
en;6;against;5;___ins_;-0.000
en;6;against;6;_____s_;4.903
en;6;against;7;__ains_;-0.000
en;6;against;8;___inst;-0.000
en;6;against;9;___inst;-0.000
en;6;married;0;__rried;1.246
en;6;married;1;____ie_;4.884
en;6;married;2;____ie_;4.884
en;6;married;3;____ied;1.892
en;6;married;4;_____ed;7.323
en;6;married;5;___ried;1.253
en;6;married;6;___ried;1.253
en;6;married;7;__r__e_;4.484
en;6;married;8;___ried;1.253
en;6;married;9;___r_e_;4.429
en;6;husband;0;____and;1.811
en;6;husband;1;__sban_;0.026
en;6;husband;2;____an_;4.312
en;6;husband;3;__s_and;0.026
en;6;husband;4;____and;1.811
en;6;husband;5;___band;0.040
en;6;husband;6;__s_an_;0.751
en;6;husband;7;____an_;4.312
en;6;husband;8;___ban_;0.140
en;6;husband;9;____and;1.811
en;6;started;0;___r_ed;2.781
en;6;started;1;____ted;4.595
en;6;started;2;_____ed;7.323
en;6;started;3;__arted;0.065
en;6;started;4;___rted;0.363
en;6;started;5;___rte_;1.364
en;6;started;6;__arted;0.065
en;6;started;7;__a__ed;4.539
en;6;started;8;____ted;4.595
en;6;started;9;____te_;5.640
en;6;between;0;____een;0.878
en;6;between;1;____een;0.878
en;6;between;2;___ween;-0.000
en;6;between;3;___ween;-0.000
en;6;between;4;____een;0.878
en;6;between;5;__t__en;1.071
en;6;between;6;____ee_;2.055
en;6;between;7;___ween;-0.000
en;6;between;8;___ween;-0.000
en;6;between;9;____een;0.878
en;6;anymore;0;____ore;0.729
en;6;anymore;1;___more;0.124
en;6;anymore;2;____or_;4.111
en;6;anymore;3;___more;0.124
en;6;anymore;4;____ore;0.729
en;6;anymore;5;___m_re;0.124
en;6;anymore;6;__ymor_;-0.000
en;6;anymore;7;___more;0.124
en;6;anymore;8;_____r_;7.314
en;6;anymore;9;___more;0.124
en;6;trouble;0;__ouble;-0.000
en;6;trouble;1;____ble;1.456
en;6;trouble;2;__o_ble;-0.000
en;6;trouble;3;___uble;-0.000
en;6;trouble;4;___uble;-0.000
en;6;trouble;5;___uble;-0.000
en;6;trouble;6;____ble;1.456
en;6;trouble;7;___uble;-0.000
en;6;trouble;8;__o__le;0.404
en;6;trouble;9;__o_ble;-0.000
en;6;brought;0;__o_ght;0.758
en;6;brought;1;___ught;0.774
en;6;brought;2;_____ht;1.857
en;6;brought;3;____ght;1.853
en;6;brought;4;__ought;0.758
en;6;brought;5;__o_ght;0.758
en;6;brought;6;____gh_;1.859
en;6;brought;7;____ght;1.853
en;6;brought;8;__ou_ht;0.758
en;6;brought;9;____ght;1.853
en;6;welcome;0;___come;0.193
en;6;welcome;1;____om_;1.745
en;6;welcome;2;_____m_;4.159
en;6;welcome;3;___com_;0.277
en;6;welcome;4;____ome;0.977
en;6;welcome;5;____ome;0.977
en;6;welcome;6;_____me;2.518
en;6;welcome;7;___com_;0.277
en;6;welcome;8;____om_;1.745
en;6;welcome;9;__l_ome;-0.000
en;6;telling;0;___l_ng;4.017
en;6;telling;1;__l__ng;3.317
en;6;telling;2;___ling;4.004
en;6;telling;3;____in_;6.776
en;6;telling;4;____ing;6.570
en;6;telling;5;___ling;4.004
en;6;telling;6;____in_;6.776
en;6;telling;7;___lin_;4.214
en;6;telling;8;____in_;6.776
en;6;telling;9;___l_ng;4.017
en;6;playing;0;_____ng;6.582
en;6;playing;1;____ing;6.570
en;6;playing;2;__a_ing;4.568
en;6;playing;3;__a__ng;4.568
en;6;playing;4;____ing;6.570
en;6;playing;5;__ayin_;1.138
en;6;playing;6;___yin_;1.586
en;6;playing;7;__a_ing;4.568
en;6;playing;8;___ying;1.586
en;6;playing;9;____ing;6.570
en;6;captain;0;__ptai_;-0.000
en;6;captain;1;__p_ain;0.969
en;6;captain;2;___tain;1.532
en;6;captain;3;__p_ain;0.969
en;6;captain;4;___tain;1.532
en;6;captain;5;_____in;3.889
en;6;captain;6;___tain;1.532
en;6;captain;7;_____i_;6.578
en;6;captain;8;___tain;1.532
en;6;captain;9;__p_ain;0.969
en;6;outside;0;____ide;1.681
en;6;outside;1;____id_;2.346
en;6;outside;2;__t_ide;0.018
en;6;outside;3;___s_de;0.869
en;6;outside;4;____id_;2.346
en;6;outside;5;____ide;1.681
en;6;outside;6;____ide;1.681
en;6;outside;7;__t_ide;0.018
en;6;outside;8;__ts_de;-0.000
en;6;outside;9;___s_de;0.869
en;6;country;0;__u_tr_;0.051
en;6;country;1;____tr_;1.072
en;6;country;2;___n_ry;0.752
en;6;country;3;___ntr_;0.041
en;6;country;4;_____ry;4.258
en;6;country;5;___n_r_;2.419
en;6;country;6;___ntry;0.041
en;6;country;7;__un_ry;0.455
en;6;country;8;___ntry;0.041
en;6;country;9;____try;0.132
en;6;feeling;0;____ing;6.570
en;6;feeling;1;__e__ng;3.048
en;6;feeling;2;____ing;6.570
en;6;feeling;3;___lin_;4.214
en;6;feeling;4;___l_ng;4.017
en;6;feeling;5;__e_in_;3.064
en;6;feeling;6;____ing;6.570
en;6;feeling;7;____ing;6.570
en;6;feeling;8;__eling;0.165
en;6;feeling;9;__eling;0.165
en;6;leaving;0;___ving;1.796
en;6;leaving;1;___vin_;1.825
en;6;leaving;2;__a__ng;4.568
en;6;leaving;3;___ving;1.796
en;6;leaving;4;__aving;0.421
en;6;leaving;5;___ving;1.796
en;6;leaving;6;___v_ng;1.796
en;6;leaving;7;___ving;1.796
en;6;leaving;8;_____ng;6.582
en;6;leaving;9;____ing;6.570
en;6;shouldn;0;____ld_;0.694
en;6;shouldn;1;___uld_;0.093
en;6;shouldn;2;__o_ldn;-0.000
en;6;shouldn;3;____ldn;-0.000
en;6;shouldn;4;___uld_;0.093
en;6;shouldn;5;____ldn;-0.000
en;6;shouldn;6;___uld_;0.093
en;6;shouldn;7;___uldn;-0.000
en;6;shouldn;8;__ou_dn;0.034
en;6;shouldn;9;___uld_;0.093
en;6;promise;0;___mise;0.089
en;6;promise;1;___m_se;0.365
en;6;promise;2;____ise;1.187
en;6;promise;3;____ise;1.187
en;6;promise;4;__o_ise;-0.000
en;6;promise;5;___m_se;0.365
en;6;promise;6;__om_s_;-0.000
en;6;promise;7;___mise;0.089
en;6;promise;8;__o__se;0.424
en;6;promise;9;___mise;0.089
en;6;running;0;_____ng;6.582
en;6;running;1;___ning;3.152
en;6;running;2;___n_n_;3.223
en;6;running;3;___nin_;3.168
en;6;running;4;___ning;3.152
en;6;running;5;___ning;3.152
en;6;running;6;____in_;6.776
en;6;running;7;____ing;6.570
en;6;running;8;__nning;1.220
en;6;running;9;____ing;6.570
en;6;anybody;0;__yb_d_;-0.000
en;6;anybody;1;____od_;1.586
en;6;anybody;2;_____dy;1.397
en;6;anybody;3;____ody;0.598
en;6;anybody;4;_____d_;4.340
en;6;anybody;5;____ody;0.598
en;6;anybody;6;____ody;0.598
en;6;anybody;7;___body;0.063
en;6;anybody;8;____ody;0.598
en;6;anybody;9;____od_;1.586
en;6;alright;0;____ght;1.853
en;6;alright;1;___ight;1.193
en;6;alright;2;___ight;1.193
en;6;alright;3;____gh_;1.859
en;6;alright;4;___igh_;1.193
en;6;alright;5;____ght;1.853
en;6;alright;6;___i_h_;1.290
en;6;alright;7;___igh_;1.193
en;6;alright;8;____ght;1.853
en;6;alright;9;_____ht;1.857
en;6;parents;0;___ents;1.359
en;6;parents;1;___ents;1.359
en;6;parents;2;____nts;1.755
en;6;parents;3;____nts;1.755
en;6;parents;4;__re_ts;1.215
en;6;parents;5;___ents;1.359
en;6;parents;6;____nt_;2.420
en;6;parents;7;____nts;1.755
en;6;parents;8;___ent_;1.783
en;6;parents;9;__r_nt_;0.255
en;6;perfect;0;__rf_ct;-0.000
en;6;perfect;1;___fect;0.103
en;6;perfect;2;____ect;3.052
en;6;perfect;3;__rfect;-0.000
en;6;perfect;4;___fect;0.103
en;6;perfect;5;___f_ct;0.103
en;6;perfect;6;____ec_;3.244
en;6;perfect;7;___fec_;0.103
en;6;perfect;8;____ec_;3.244
en;6;perfect;9;____ec_;3.244
en;6;special;0;__ecia_;0.018
en;6;special;1;____ial;1.287
en;6;special;2;___cial;0.295
en;6;special;3;____ial;1.287
en;6;special;4;_____al;4.766
en;6;special;5;___cial;0.295
en;6;special;6;___cial;0.295
en;6;special;7;__ecia_;0.018
en;6;special;8;___cial;0.295
en;6;special;9;____ial;1.287
en;6;serious;0;____ous;2.966
en;6;serious;1;_____us;3.593
en;6;serious;2;___iou_;2.212
en;6;serious;3;_____us;3.593
en;6;serious;4;___ious;2.160
en;6;serious;5;_____us;3.593
en;6;serious;6;___ious;2.160
en;6;serious;7;__r__us;1.763
en;6;serious;8;____ou_;2.873
en;6;serious;9;____ous;2.966
en;6;himself;0;____elf;1.060
en;6;himself;1;____elf;1.060
en;6;himself;2;_____lf;1.140
en;6;himself;3;__mself;-0.000
en;6;himself;4;____elf;1.060
en;6;himself;5;____elf;1.060
en;6;himself;6;____el_;3.592
en;6;himself;7;____el_;3.592
en;6;himself;8;__m_el_;0.126
en;6;himself;9;___self;1.060
en;6;perhaps;0;____ap_;0.746
en;6;perhaps;1;__rhap_;-0.000
en;6;perhaps;2;___hap_;0.042
en;6;perhaps;3;___haps;0.024
en;6;perhaps;4;__r_ap_;-0.000
en;6;perhaps;5;___haps;0.024
en;6;perhaps;6;__r__ps;0.135
en;6;perhaps;7;___haps;0.024
en;6;perhaps;8;_____p_;2.883
en;6;perhaps;9;___haps;0.024
en;6;company;0;_____n_;7.309
en;6;company;1;__m__n_;2.082
en;6;company;2;___pany;-0.000
en;6;company;3;__mpany;-0.000
en;6;company;4;___pany;-0.000
en;6;company;5;__mpan_;0.062
en;6;company;6;____any;0.921
en;6;company;7;____any;0.921
en;6;company;8;___p_ny;-0.000
en;6;company;9;____any;0.921
en;6;control;0;___trol;-0.000
en;6;control;1;__n_ro_;-0.000
en;6;control;2;_____ol;1.040
en;6;control;3;____rol;0.026
en;6;control;4;__ntro_;-0.000
en;6;control;5;___trol;-0.000
en;6;control;6;____rol;0.026
en;6;control;7;___tro_;0.969
en;6;control;8;_____ol;1.040
en;6;control;9;_____ol;1.040
en;6;happens;0;___pens;0.043
en;6;happens;1;___pens;0.043
en;6;happens;2;_____n_;7.309
en;6;happens;3;___p_ns;1.024
en;6;happens;4;__ppens;0.023
en;6;happens;5;____ens;1.702
en;6;happens;6;___pens;0.043
en;6;happens;7;___pens;0.043
en;6;happens;8;___pens;0.043
en;6;happens;9;___p_ns;1.024
en;6;finally;0;__n_lly;0.099
en;6;finally;1;_____ly;4.156
en;6;finally;2;___ally;1.977
en;6;finally;3;__nall_;0.099
en;6;finally;4;__n_lly;0.099
en;6;finally;5;____lly;2.155
en;6;finally;6;___all_;2.027
en;6;finally;7;___ally;1.977
en;6;finally;8;__na_ly;0.099
en;6;finally;9;__nally;0.099
en;6;evening;0;__ening;0.763
en;6;evening;1;__e_ing;3.036
en;6;evening;2;____in_;6.776
en;6;evening;3;___ning;3.152
en;6;evening;4;__ening;0.763
en;6;evening;5;___ning;3.152
en;6;evening;6;____ing;6.570
en;6;evening;7;____ing;6.570
en;6;evening;8;___ning;3.152
en;6;evening;9;____ing;6.570
en;6;meeting;0;____ing;6.570
en;6;meeting;1;___ting;3.811
en;6;meeting;2;____ing;6.570
en;6;meeting;3;____ing;6.570
en;6;meeting;4;____ing;6.570
en;6;meeting;5;__et_ng;0.041
en;6;meeting;6;__e_ing;3.036
en;6;meeting;7;__et_ng;0.041
en;6;meeting;8;__etin_;0.075
en;6;meeting;9;__eting;0.041
en;6;million;0;__ll_on;0.936
en;6;million;1;___l_o_;2.479
en;6;million;2;__l_ion;0.647
en;6;million;3;____ion;3.865
en;6;million;4;___l_o_;2.479
en;6;million;5;___lion;0.647
en;6;million;6;____io_;4.023
en;6;million;7;___lion;0.647
en;6;million;8;___lion;0.647
en;6;million;9;__l_ion;0.647
en;6;careful;0;____ful;2.116
en;6;careful;1;____ful;2.116
en;6;careful;2;__reful;-0.000
en;6;careful;3;____ful;2.116
en;6;careful;4;___eful;0.323
en;6;careful;5;___eful;0.323
en;6;careful;6;__r_ful;0.210
en;6;careful;7;___e_ul;0.323
en;6;careful;8;__r_ful;0.210
en;6;careful;9;__reful;-0.000
en;6;calling;0;___ling;4.004
en;6;calling;1;____ing;6.570
en;6;calling;2;__l__ng;3.317
en;6;calling;3;__lling;2.969
en;6;calling;4;___lin_;4.214
en;6;calling;5;___lin_;4.214
en;6;calling;6;__llin_;3.079
en;6;calling;7;__lling;2.969
en;6;calling;8;_____n_;7.309
en;6;calling;9;___ling;4.004
en;6;changed;0;____ged;2.845
en;6;changed;1;__ange_;1.018
en;6;changed;2;____ged;2.845
en;6;changed;3;__anged;-0.000
en;6;changed;4;___n_ed;3.663
en;6;changed;5;___nge_;1.961
en;6;changed;6;___nged;0.293
en;6;changed;7;__a_ged;1.120
en;6;changed;8;____ge_;4.330
en;6;changed;9;___n_ed;3.663
en;6;explain;0;____ain;2.323
en;6;explain;1;___lain;0.353
en;6;explain;2;____ain;2.323
en;6;explain;3;___lain;0.353
en;6;explain;4;__plain;-0.000
en;6;explain;5;____ain;2.323
en;6;explain;6;____ain;2.323
en;6;explain;7;____ain;2.323
en;6;explain;8;___lai_;0.608
en;6;explain;9;___lain;0.353
en;6;picture;0;__c__re;0.825
en;6;picture;1;____ure;3.294
en;6;picture;2;___ture;2.625
en;6;picture;3;___t_re;2.796
en;6;picture;4;___ture;2.625
en;6;picture;5;_____re;4.277
en;6;picture;6;___t_re;2.796
en;6;picture;7;___t_re;2.796
en;6;picture;8;__c__re;0.825
en;6;picture;9;__cture;0.421
en;6;darling;0;__rling;0.141
en;6;darling;1;___l_ng;4.017
en;6;darling;2;___ling;4.004
en;6;darling;3;__r__ng;2.919
en;6;darling;4;___ling;4.004
en;6;darling;5;_____ng;6.582
en;6;darling;6;_____ng;6.582
en;6;darling;7;___ling;4.004
en;6;darling;8;____ing;6.570
en;6;darling;9;___lin_;4.214
en;6;goodbye;0;__odbye;-0.000
en;6;goodbye;1;__o_bye;-0.000
en;6;goodbye;2;____by_;-0.000
en;6;goodbye;3;____by_;-0.000
en;6;goodbye;4;___d_ye;-0.000
en;6;goodbye;5;_____ye;0.193
en;6;goodbye;6;___dby_;-0.000
en;6;goodbye;7;___d_y_;0.607
en;6;goodbye;8;____by_;-0.000
en;6;goodbye;9;__odbye;-0.000
en;6;strange;0;___a_ge;0.744
en;6;strange;1;____nge;1.376
en;6;strange;2;____nge;1.376
en;6;strange;3;____nge;1.376
en;6;strange;4;___ange;0.690
en;6;strange;5;____nge;1.376
en;6;strange;6;_____ge;4.199
en;6;strange;7;___ange;0.690
en;6;strange;8;___ang_;0.830
en;6;strange;9;___ange;0.690
en;6;wedding;0;__d_ing;1.878
en;6;wedding;1;___din_;3.948
en;6;wedding;2;___ding;3.900
en;6;wedding;3;____ing;6.570
en;6;wedding;4;___din_;3.948
en;6;wedding;5;___din_;3.948
en;6;wedding;6;__dding;1.489
en;6;wedding;7;___d_ng;3.904
en;6;wedding;8;____ing;6.570
en;6;wedding;9;___din_;3.948
en;6;kidding;0;___ding;3.900
en;6;kidding;1;___ding;3.900
en;6;kidding;2;___d_ng;3.904
en;6;kidding;3;____ing;6.570
en;6;kidding;4;____ing;6.570
en;6;kidding;5;_____ng;6.582
en;6;kidding;6;__dding;1.489
en;6;kidding;7;___ding;3.900
en;6;kidding;8;___ding;3.900
en;6;kidding;9;___d_ng;3.904
en;6;general;0;____ral;2.871
en;6;general;1;____ral;2.871
en;6;general;2;___era_;2.366
en;6;general;3;___eral;2.036
en;6;general;4;___eral;2.036
en;6;general;5;__n_ra_;1.467
en;6;general;6;___eral;2.036
en;6;general;7;___e_al;2.445
en;6;general;8;_____al;4.766
en;6;general;9;____ral;2.871
en;6;missing;0;_____ng;6.582
en;6;missing;1;__ss_ng;2.049
en;6;missing;2;___sing;3.485
en;6;missing;3;____in_;6.776
en;6;missing;4;___sing;3.485
en;6;missing;5;__ssin_;2.100
en;6;missing;6;_____ng;6.582
en;6;missing;7;____ing;6.570
en;6;missing;8;__s_ing;4.067
en;6;missing;9;____ing;6.570
en;6;worried;0;___r_ed;2.781
en;6;worried;1;___ried;1.253
en;6;worried;2;____ied;1.892
en;6;worried;3;___rie_;2.624
en;6;worried;4;___ried;1.253
en;6;worried;5;___ried;1.253
en;6;worried;6;___r_e_;4.429
en;6;worried;7;___ried;1.253
en;6;worried;8;__rrie_;2.017
en;6;worried;9;__rried;1.246
en;6;officer;0;____cer;0.650
en;6;officer;1;___ice_;1.727
en;6;officer;2;____cer;0.650
en;6;officer;3;___ice_;1.727
en;6;officer;4;___icer;-0.000
en;6;officer;5;___ice_;1.727
en;6;officer;6;___i_er;2.309
en;6;officer;7;___i_er;2.309
en;6;officer;8;___ice_;1.727
en;6;officer;9;__f_ce_;0.357
en;6;decided;0;___ided;0.608
en;6;decided;1;___ided;0.608
en;6;decided;2;___ided;0.608
en;6;decided;3;____de_;4.378
en;6;decided;4;___ided;0.608
en;6;decided;5;___ide_;1.839
en;6;decided;6;____ded;3.105
en;6;decided;7;___ided;0.608
en;6;decided;8;____de_;4.378
en;6;decided;9;____de_;4.378
en;6;amazing;0;____ing;6.570
en;6;amazing;1;___z_ng;0.874
en;6;amazing;2;____in_;6.776
en;6;amazing;3;__az_ng;0.249
en;6;amazing;4;___zing;0.874
en;6;amazing;5;___zing;0.874
en;6;amazing;6;____ing;6.570
en;6;amazing;7;___z_n_;1.217
en;6;amazing;8;__a__n_;4.969
en;6;amazing;9;____in_;6.776
en;6;mistake;0;____ake;0.527
en;6;mistake;1;____ak_;0.949
en;6;mistake;2;___t_ke;0.073
en;6;mistake;3;____ake;0.527
en;6;mistake;4;_____ke;1.407
en;6;mistake;5;__s_ak_;-0.000
en;6;mistake;6;____ake;0.527
en;6;mistake;7;____ake;0.527
en;6;mistake;8;_____k_;3.382
en;6;mistake;9;___take;0.073
en;6;forgive;0;____ive;2.392
en;6;forgive;1;___giv_;-0.000
en;6;forgive;2;____ive;2.392
en;6;forgive;3;__r__v_;1.043
en;6;forgive;4;____ive;2.392
en;6;forgive;5;__r_iv_;0.904
en;6;forgive;6;__rgive;-0.000
en;6;forgive;7;___give;-0.000
en;6;forgive;8;__rgive;-0.000
en;6;forgive;9;__r_ive;0.904
en;6;michael;0;____ae_;0.395
en;6;michael;1;__chael;0.099
en;6;michael;2;____ae_;0.395
en;6;michael;3;___hae_;0.328
en;6;michael;4;_____el;2.881
en;6;michael;5;__c__e_;3.860
en;6;michael;6;___hael;0.328
en;6;michael;7;____ael;0.368
en;6;michael;8;___h_el;0.328
en;6;michael;9;___hael;0.328
en;6;clothes;0;___thes;0.036
en;6;clothes;1;____hes;3.545
en;6;clothes;2;_____es;6.839
en;6;clothes;3;___thes;0.036
en;6;clothes;4;___thes;0.036
en;6;clothes;5;___thes;0.036
en;6;clothes;6;____hes;3.545
en;6;clothes;7;___the_;2.568
en;6;clothes;8;__othe_;1.426
en;6;clothes;9;__o_hes;0.036
en;6;totally;0;__t_ll_;0.274
en;6;totally;1;____lly;2.155
en;6;totally;2;_____ly;4.156
en;6;totally;3;__tally;0.086
en;6;totally;4;___ally;1.977
en;6;totally;5;__t__ly;0.417
en;6;totally;6;__ta_ly;0.121
en;6;totally;7;___ally;1.977
en;6;totally;8;_____ly;4.156
en;6;totally;9;__tally;0.086
en;6;imagine;0;____ine;3.343
en;6;imagine;1;___gine;0.040
en;6;imagine;2;__agine;0.040
en;6;imagine;3;___gine;0.040
en;6;imagine;4;____ine;3.343
en;6;imagine;5;__ag_n_;0.554
en;6;imagine;6;__a_in_;4.667
en;6;imagine;7;____ine;3.343
en;6;imagine;8;____ine;3.343
en;6;imagine;9;____ine;3.343
